City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
274,hermiston,US,2020-09-01 06:52:11,45.84,-119.29,69.01,42,1,6.93,clear sky
275,acarau,BR,2020-09-01 06:52:11,-2.89,-40.12,75.72,83,38,15.01,scattered clouds
276,kayerkan,RU,2020-09-01 06:52:11,69.35,87.76,44.6,93,90,11.18,fog
277,vostok,RU,2020-09-01 06:52:11,46.49,135.88,70.3,60,87,6.69,overcast clouds
278,chhabra,IN,2020-09-01 06:52:12,24.67,76.83,84.54,73,89,9.04,overcast clouds
279,yumen,CN,2020-09-01 06:52:12,40.28,97.2,80.4,15,0,9.31,clear sky
280,quilmana,PE,2020-09-01 06:52:12,-12.95,-76.38,58.64,77,6,1.66,clear sky
281,kudahuvadhoo,MV,2020-09-01 06:52:12,2.67,72.89,82.9,73,100,12.5,moderate rain
282,novichikha,RU,2020-09-01 06:52:12,52.2,81.39,82.9,31,0,11.32,clear sky
283,havelock,US,2020-09-01 06:50:33,34.88,-76.9,77.0,95,8,3.83,clear sky
284,hojai,IN,2020-09-01 06:52:12,26.0,92.87,88.48,74,38,2.91,scattered clouds
285,phalombe,MW,2020-09-01 06:52:12,-15.81,35.65,75.47,50,0,6.04,clear sky
286,hervey bay,AU,2020-09-01 06:52:13,-25.3,152.85,77.0,36,0,11.41,clear sky
287,sulangan,PH,2020-09-01 06:52:13,11.14,123.72,85.33,68,1,5.37,clear sky
288,chipinge,ZW,2020-09-01 06:52:13,-20.19,32.62,58.98,90,100,6.82,overcast clouds
289,north port,US,2020-09-01 06:49:47,27.04,-82.24,78.01,97,71,2.71,broken clouds
290,carleton place,CA,2020-09-01 06:52:13,45.13,-76.15,60.01,91,100,6.24,overcast clouds
291,comodoro rivadavia,AR,2020-09-01 06:52:13,-45.87,-67.5,37.4,74,0,5.82,clear sky
292,axim,GH,2020-09-01 06:52:13,4.87,-2.24,74.86,87,99,8.99,overcast clouds
293,pindiga,NG,2020-09-01 06:52:13,9.98,10.93,71.1,95,100,10.0,overcast clouds
294,zheleznodorozhnyy,RU,2020-09-01 06:51:14,55.75,38.0,71.6,64,40,11.18,scattered clouds
295,tezu,IN,2020-09-01 06:52:14,27.92,96.17,93.83,51,19,1.23,few clouds
296,redcliffe,AU,2020-09-01 06:50:02,-27.23,153.1,69.8,68,20,12.75,few clouds
297,mogadishu,SO,2020-09-01 06:48:43,2.04,45.34,78.8,74,75,18.34,broken clouds
298,ciudad bolivar,VE,2020-09-01 06:52:14,8.12,-63.55,75.51,86,3,3.44,clear sky
299,puerto del rosario,ES,2020-09-01 06:52:14,28.5,-13.86,68.0,88,20,2.95,few clouds
300,waingapu,ID,2020-09-01 06:52:14,-9.66,120.26,87.48,50,62,15.32,broken clouds
301,gimli,CA,2020-09-01 06:52:14,50.63,-96.99,51.01,99,35,11.72,scattered clouds
302,pangnirtung,CA,2020-09-01 06:52:14,66.15,-65.71,45.43,58,50,9.75,scattered clouds
303,omsukchan,RU,2020-09-01 06:52:14,62.53,155.8,50.85,58,90,3.85,overcast clouds
304,liuhe,CN,2020-09-01 06:52:15,42.24,125.72,72.1,90,100,7.38,overcast clouds
305,cazones,MX,2020-09-01 06:52:15,20.72,-97.32,79.68,90,0,2.73,clear sky
306,xining,CN,2020-09-01 06:52:15,36.62,101.77,71.76,36,6,8.39,clear sky
307,hamadan,IR,2020-09-01 06:52:15,34.8,48.51,68.0,32,0,4.7,clear sky
308,kafanchan,NG,2020-09-01 06:52:15,9.58,8.3,67.8,99,100,1.92,moderate rain
309,kuala lipis,MY,2020-09-01 06:52:15,4.18,102.05,95.09,44,100,1.88,overcast clouds
